Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,month,day,Total_power_use
0.652,0.046,241.9,2.6,0,0,0,11,17,0
0.188,0.086,235.97,0.8,0,0,0,4,25,0
3.586,0.16,238.36,15.2,0,33,18,2,18,51
1.726,0.074,242.33,7.0,0,0,18,3,10,18
2.624,0.102,238.39,11.0,0,0,18,10,25,18
0.246,0.0,240.62,1.0,0,0,1,5,2,1
0.226,0.0,243.71,1.0,0,0,0,2,21,0
0.226,0.0,244.51,1.0,0,0,0,2,12,0
1.912,0.062,240.53,7.8,0,0,18,12,6,18
0.324,0.248,241.74,1.6,0,0,0,8,24,0
1.496,0.092,239.35,6.2,0,0,18,4,22,18
1.938,0.0,240.02,8.0,0,0,0,12,4,0
0.362,0.148,249.39,1.6,0,0,1,12,14,1
0.576,0.068,242.89,2.4,0,0,0,5,28,0
2.638,0.216,236.82,11.2,37,0,1,9,13,38
0.406,0.0,241.64,1.6,0,0,0,12,24,0
0.34,0.13,243.08,1.4,0,0,1,12,6,1
0.428,0.266,243.16,2.0,0,1,0,3,28,1
0.206,0.0,243.73,0.8,0,0,0,12,29,0
0.246,0.0,244.59,1.0,0,0,0,3,12,0
0.25,0.112,240.3,1.2,0,0,1,7,30,1
0.312,0.106,247.4,1.2,0,1,0,2,14,1
0.238,0.0,249.25,1.0,0,0,0,2,1,0
1.31,0.092,238.07,5.8,0,2,0,9,26,2
0.198,0.0,243.06,0.8,0,0,1,8,31,1
4.424,0.216,236.28,19.0,37,28,0,6,19,65
1.462,0.102,241.71,6.0,0,0,19,12,3,19
0.36,0.0,241.79,1.6,0,0,1,3,18,1
1.8,0.062,237.87,7.6,0,0,0,1,23,0
0.41,0.066,242.03,1.6,0,0,0,2,18,0
0.154,0.124,241.35,0.8,0,0,0,8,23,0
1.068,0.092,239.24,4.4,1,2,0,4,8,3
0.26,0.0,247.62,1.0,0,0,1,2,12,1
0.22,0.0,250.6,0.8,0,0,0,1,11,0
0.326,0.094,241.81,1.4,0,0,0,4,3,0
5.564,0.29,234.9,23.8,37,1,17,2,2,55
0.412,0.108,242.85,1.8,0,0,0,1,11,0
0.78,0.456,240.09,3.8,1,1,1,5,9,3
0.268,0.12,241.3,1.2,0,0,0,8,11,0
0.236,0.112,243.24,1.0,0,1,0,5,31,1
1.542,0.166,236.18,6.4,0,0,0,5,8,0
0.082,0.0,243.28,0.2,0,0,0,8,18,0
1.222,0.0,240.15,5.0,0,0,18,5,21,18
0.244,0.0,245.44,1.0,0,0,0,3,26,0
1.7,0.17,245.23,7.0,0,1,18,12,3,19
0.12,0.0,236.75,0.6,0,0,0,5,7,0
0.258,0.112,240.09,1.2,0,0,1,7,19,1
0.526,0.18,242.07,2.6,0,0,5,6,11,5
0.778,0.062,241.7,3.2,0,0,0,1,29,0
2.572,0.118,237.1,10.8,0,0,0,4,16,0
2.444,0.266,239.13,10.2,0,1,17,12,28,18
0.522,0.394,243.07,2.6,0,1,1,9,21,2
0.344,0.116,237.63,1.4,0,0,0,10,10,0
0.614,0.31,240.53,3.0,0,1,1,5,12,2
0.326,0.14,242.01,1.4,0,0,0,2,17,0
0.76,0.0,243.76,3.2,0,0,0,2,17,0
0.274,0.226,241.66,1.4,0,1,0,9,2,1
1.382,0.0,241.84,5.6,0,0,19,4,13,19
0.302,0.202,239.09,1.4,0,1,1,8,9,2
2.826,0.0,241.74,11.6,0,0,18,1,8,18
1.208,0.0,239.44,5.0,0,0,19,7,23,19
2.958,0.464,240.14,12.4,0,2,18,3,31,20
0.232,0.132,243.01,1.0,0,2,1,7,31,3
3.49,0.214,239.25,14.6,0,1,18,2,18,19
1.812,0.262,239.39,7.6,0,0,0,1,15,0
0.936,0.25,239.14,4.2,0,2,0,1,30,2
2.116,0.338,241.72,8.8,0,1,2,1,5,3
1.08,0.072,240.31,4.4,0,0,0,11,28,0
1.34,0.082,240.06,5.6,0,0,18,8,16,18
0.284,0.13,244.28,1.2,0,0,1,9,15,1
0.226,0.0,239.49,1.0,0,0,0,11,3,0
0.138,0.0,238.97,0.6,0,0,0,6,18,0
0.194,0.122,241.78,1.0,0,1,0,6,23,1
2.024,0.36,240.34,8.6,0,0,0,9,27,0
0.434,0.086,245.84,1.8,0,0,1,2,16,1
1.652,0.222,238.61,7.0,0,2,18,6,30,20
2.362,0.582,241.08,10.2,0,0,10,11,11,10
0.102,0.0,236.76,0.4,0,0,0,8,5,0
0.32,0.228,236.96,1.6,0,2,0,8,25,2
0.388,0.33,236.77,2.0,0,1,0,5,13,1
1.286,0.09,239.23,5.4,0,0,18,6,10,18
1.52,0.154,239.46,6.4,1,1,18,10,13,20
0.52,0.086,243.19,2.2,0,0,0,3,2,0
0.142,0.0,244.05,0.6,0,0,0,6,18,0
1.522,0.112,240.28,6.4,0,2,18,11,16,20
0.624,0.062,242.69,2.6,0,0,1,7,20,1
2.152,0.19,238.12,9.0,0,2,18,5,18,20
0.214,0.13,240.87,1.0,0,1,1,7,6,2
1.7,0.078,244.88,8.0,0,0,0,12,24,0
1.766,0.356,237.69,7.6,0,1,17,3,19,18
0.224,0.0,247.46,0.8,0,0,0,12,20,0
1.162,0.352,240.83,5.0,0,0,0,11,2,0
0.37,0.048,239.45,1.6,0,0,1,8,29,1
0.206,0.0,243.41,0.8,0,0,0,11,1,0
0.908,0.294,240.98,4.0,0,1,11,7,8,12
0.334,0.098,245.5,1.4,0,0,0,10,22,0
2.018,0.238,242.73,9.2,9,0,0,3,21,9
0.358,0.224,239.04,1.8,0,0,1,5,22,1
1.516,0.05,240.85,6.2,0,0,18,1,20,18
1.768,0.218,238.79,7.4,0,0,0,2,27,0
0.652,0.096,242.18,3.0,0,0,0,1,30,0
0.282,0.0,244.39,1.2,0,0,0,3,18,0
2.594,0.286,241.43,10.8,1,3,17,6,14,21
0.288,0.068,246.5,1.2,0,0,0,12,30,0
0.264,0.206,236.57,1.4,0,1,0,5,10,1
0.426,0.216,240.84,2.0,0,0,1,4,24,1
0.262,0.048,242.56,1.2,0,0,0,11,22,0
0.43,0.232,239.47,2.0,0,0,0,2,16,0
1.456,0.0,240.03,6.0,1,0,18,10,14,19
0.304,0.09,242.96,1.2,0,1,0,3,12,1
0.124,0.0,236.8,0.6,0,0,0,5,4,0
2.168,0.046,243.75,8.8,0,0,19,5,7,19
0.392,0.346,238.24,2.2,0,1,1,6,14,2
1.642,0.35,238.55,7.0,0,0,1,7,4,1
0.304,0.22,240.18,1.6,0,0,1,6,18,1
0.34,0.208,242.65,1.6,0,1,0,9,21,1
2.16,0.124,238.62,9.0,0,0,28,5,21,28
0.806,0.12,238.65,3.4,0,0,11,7,22,11
1.634,0.092,236.53,6.8,0,0,18,4,22,18
0.312,0.082,241.44,1.2,0,1,1,5,2,2
0.3,0.066,240.64,1.4,0,0,0,6,8,0
0.294,0.096,240.9,1.2,0,0,0,4,3,0
1.41,0.054,237.28,5.8,0,0,0,7,28,0
1.408,0.106,242.16,5.8,0,0,19,9,5,19
0.266,0.14,243.53,1.2,0,0,1,9,21,1
0.318,0.114,239.71,1.4,0,0,0,4,14,0
0.336,0.226,240.59,1.6,0,2,1,7,16,3
0.244,0.0,244.09,1.0,0,0,0,1,15,0
0.298,0.072,240.53,1.2,0,0,1,10,5,1
0.304,0.24,238.72,1.6,0,2,0,6,23,2
0.466,0.112,240.86,2.0,0,0,1,6,19,1
1.472,0.074,243.1,6.0,0,0,0,1,6,0
0.25,0.0,240.94,1.0,0,0,0,5,7,0
1.882,0.082,240.75,7.8,1,0,18,12,17,19
0.144,0.0,235.64,0.6,0,0,0,7,31,0
1.464,0.064,241.9,6.0,0,0,0,3,29,0
0.302,0.208,236.91,1.4,0,1,0,8,3,1
0.328,0.102,250.07,1.4,0,0,1,12,17,1
0.616,0.214,241.32,2.8,0,1,0,10,26,1
0.46,0.23,245.75,2.0,0,1,0,12,15,1
0.294,0.0,245.3,1.2,0,0,1,4,26,1
3.43,0.314,235.18,15.0,0,26,17,2,8,43
0.526,0.072,240.26,2.4,0,0,0,11,3,0
1.81,0.062,239.24,7.4,0,0,1,4,22,1
0.286,0.122,241.6,1.2,0,0,1,7,24,1
0.176,0.154,241.87,0.8,0,0,1,8,11,1
1.34,0.046,240.39,5.4,0,0,19,4,22,19
3.798,0.252,237.14,16.2,0,23,18,5,25,41
0.206,0.082,243.18,0.8,0,0,1,10,1,1
1.798,0.194,237.52,7.6,0,0,18,10,9,18
1.342,0.198,240.6,5.6,0,0,1,10,22,1
0.222,0.0,242.73,1.0,0,0,0,4,10,0
0.354,0.096,238.03,1.6,0,0,1,3,3,1
1.72,0.066,244.72,7.0,0,0,18,12,24,18
1.466,0.19,236.01,6.2,0,2,18,5,20,20
0.278,0.09,239.37,1.2,0,0,0,8,21,0
4.004,0.224,235.46,17.0,38,1,17,3,18,56
5.568,0.198,240.84,23.0,46,0,17,3,1,63
0.702,0.23,240.9,3.0,0,2,1,3,21,3
1.76,0.136,240.51,7.2,0,2,18,2,19,20
1.152,0.0,235.94,4.8,0,0,17,6,26,17
2.864,0.338,240.61,12.0,0,0,1,12,28,1
0.282,0.05,245.53,1.4,0,0,0,2,5,0
1.498,0.0,241.54,6.2,0,0,19,11,28,19
0.248,0.136,241.95,1.2,0,0,0,8,5,0
1.822,0.248,240.8,7.6,0,0,17,2,12,17
1.328,0.064,240.07,5.4,0,0,18,11,13,18
2.736,0.278,238.89,11.4,37,1,1,9,13,39
0.368,0.11,241.55,1.6,0,0,0,3,9,0
1.524,0.084,232.03,6.6,0,1,17,8,31,18
0.688,0.0,241.53,2.8,0,0,1,9,30,1
1.336,0.202,239.61,5.6,0,2,17,6,21,19
1.102,0.158,242.73,4.6,1,0,0,3,9,1
0.756,0.048,242.1,3.2,0,0,0,2,16,0
0.336,0.098,242.59,1.4,0,1,1,3,4,2
1.332,0.114,240.76,5.4,0,1,0,6,27,1
0.384,0.214,242.61,1.8,0,0,0,2,25,0
1.26,0.06,226.74,5.4,0,0,17,5,28,17
1.362,0.0,241.49,5.6,0,0,18,11,15,18
1.96,0.048,237.83,8.2,0,0,18,1,29,18
0.192,0.154,241.36,1.0,0,0,1,8,25,1
0.34,0.24,240.6,1.6,0,2,1,6,23,3
1.46,0.214,240.03,6.0,0,0,17,12,5,17
2.288,0.198,243.15,9.4,0,1,19,7,15,20
0.154,0.124,241.05,0.8,0,0,1,8,26,1
3.386,0.136,241.31,14.2,0,0,18,1,29,18
0.222,0.0,236.78,1.0,0,0,0,5,19,0
1.144,0.156,238.73,5.2,0,0,12,9,5,12
1.504,0.08,242.2,6.2,0,0,17,11,11,17
1.398,0.22,239.31,5.8,0,1,18,7,22,19
0.2,0.074,241.73,0.8,0,0,0,6,11,0
0.226,0.0,239.53,0.8,0,0,0,5,21,0
0.35,0.11,242.68,1.4,0,2,1,8,3,3
0.346,0.108,241.69,1.4,0,0,0,11,18,0
3.012,0.594,239.06,13.0,0,1,11,9,30,12
0.322,0.178,244.69,1.4,0,0,0,12,30,0
1.318,0.0,235.61,5.6,0,0,17,10,8,17
0.164,0.0,240.24,0.8,0,0,1,9,13,1
1.272,0.0,234.8,5.4,0,0,17,5,7,17
4.508,0.0,236.09,19.4,22,22,17,12,6,61
1.648,0.156,241.1,6.8,0,0,18,2,14,18
0.346,0.108,242.94,1.4,0,1,0,3,15,1
1.256,0.0,238.74,5.2,1,0,18,6,4,19
0.584,0.128,242.36,2.8,0,0,0,11,6,0
0.27,0.148,240.27,1.2,0,0,0,6,16,0
0.418,0.096,238.86,2.0,0,0,0,7,29,0
2.662,0.148,238.83,11.0,1,2,18,10,1,21
1.31,0.0,242.89,5.4,0,0,18,2,12,18
1.544,0.212,244.94,6.2,0,0,19,4,3,19
0.956,0.262,242.29,4.0,0,0,11,4,28,11
0.262,0.0,239.9,1.2,0,0,1,4,22,1
1.272,0.05,238.51,5.2,0,0,17,11,19,17
0.29,0.198,240.67,1.4,0,1,1,8,18,2
0.302,0.0,246.62,1.2,0,0,1,12,15,1
0.268,0.0,242.9,1.2,0,0,0,4,6,0
1.408,0.09,238.62,5.8,0,0,18,7,28,18
1.75,0.05,242.01,7.2,0,0,18,3,19,18
0.312,0.104,245.85,1.2,0,0,0,12,29,0
2.068,0.0,246.54,8.4,0,0,19,12,22,19
0.944,0.402,246.03,4.2,0,0,10,5,12,10
0.454,0.218,236.64,2.2,0,0,0,2,9,0
0.304,0.116,241.98,1.4,0,2,1,8,18,3
0.436,0.33,237.73,2.2,0,2,0,6,4,2
1.668,0.248,244.88,6.8,0,1,19,12,29,20
0.258,0.102,241.44,1.2,0,0,0,8,12,0
0.32,0.1,245.95,1.4,0,1,0,11,29,1
0.294,0.086,243.22,1.2,0,0,0,3,19,0
0.276,0.0,243.52,1.2,0,0,0,3,10,0
0.348,0.154,239.62,1.6,0,0,0,1,6,0
3.966,0.092,239.82,18.4,32,0,0,6,11,32
3.862,0.242,236.51,16.4,1,21,17,4,5,39
1.476,0.08,239.0,6.2,0,0,1,9,17,1
0.292,0.062,244.86,1.4,0,0,0,3,21,0
0.384,0.222,242.49,1.8,0,1,0,3,3,1
0.232,0.13,240.74,1.0,0,1,0,5,22,1
0.38,0.166,242.53,1.8,0,0,0,10,28,0
1.498,0.0,242.73,6.2,0,0,19,3,8,19
0.262,0.234,239.98,1.4,1,0,0,8,25,1
2.388,0.112,240.43,9.8,0,0,0,1,14,0
0.408,0.19,241.89,1.8,0,1,1,10,3,2
4.738,0.242,236.65,20.0,0,1,18,12,7,19
0.39,0.218,241.27,1.8,0,0,1,9,4,1
0.248,0.15,241.32,1.2,0,0,1,8,15,1
0.206,0.0,242.48,0.8,0,0,0,10,28,0
0.938,0.572,243.28,4.6,0,1,9,3,30,10
3.93,0.332,235.9,16.6,38,0,18,10,11,56
0.36,0.252,244.97,1.8,0,0,0,8,27,0
0.186,0.078,236.65,1.0,0,0,0,7,30,0
0.634,0.188,238.29,2.8,0,0,0,8,25,0
0.264,0.06,242.59,1.2,0,0,1,7,28,1
0.774,0.304,244.42,3.4,2,2,0,9,21,4
0.356,0.228,241.35,1.8,0,0,1,7,14,1
0.256,0.128,240.84,1.2,0,0,1,5,18,1
2.572,0.222,238.38,10.8,0,0,18,12,5,18
0.362,0.182,241.98,1.6,0,2,0,3,17,2
0.28,0.114,241.86,1.2,0,0,1,9,16,1
1.632,0.066,240.75,6.8,0,0,18,12,12,18
0.254,0.0,241.04,1.0,0,0,1,5,7,1
2.098,0.0,241.03,8.6,0,0,0,1,23,0
1.62,0.196,237.22,6.8,0,0,17,7,18,17
0.312,0.234,242.54,1.6,0,0,0,7,4,0
0.284,0.118,242.41,1.2,0,1,1,7,26,2
0.34,0.214,239.33,1.6,0,2,0,4,17,2
0.978,0.066,245.65,4.0,0,2,1,11,24,3
0.1,0.0,240.35,0.4,0,0,0,6,17,0
1.67,0.074,239.45,7.0,0,0,18,8,31,18
0.504,0.064,239.13,2.2,0,0,1,10,6,1
0.296,0.1,243.0,1.2,0,0,0,2,27,0
1.288,0.052,241.51,5.2,0,0,18,12,24,18
2.086,0.184,241.11,8.6,0,0,30,5,10,30
0.564,0.11,242.83,2.4,0,0,1,10,2,1
1.416,0.116,239.12,5.8,0,1,18,2,25,19
0.378,0.08,239.74,1.6,0,0,1,6,12,1
0.082,0.0,242.7,0.2,0,0,1,8,14,1
2.704,0.0,237.54,11.4,0,0,17,12,9,17
3.55,0.0,238.88,14.8,0,36,18,10,7,54
0.852,0.168,242.36,3.6,0,0,11,12,7,11
3.646,0.106,233.07,15.6,0,0,17,11,15,17
4.002,0.0,236.19,16.8,37,0,18,1,19,55
0.432,0.194,241.47,2.0,0,1,1,10,13,2
1.07,0.202,240.89,5.0,0,0,0,3,7,0
0.95,0.0,236.39,4.2,0,2,0,4,10,2
1.384,0.098,241.4,5.6,0,0,18,12,18,18
0.292,0.0,247.37,1.2,0,0,0,12,4,0
1.418,0.076,240.52,5.8,0,0,18,5,11,18
1.226,0.09,238.93,5.2,0,1,0,11,21,1
0.442,0.28,243.38,2.0,0,1,0,12,6,1
0.08,0.0,240.74,0.2,0,0,1,8,30,1
1.29,0.046,240.03,5.2,0,0,19,4,10,19
4.552,0.158,243.68,19.2,33,2,19,1,10,54
1.448,0.352,239.41,6.2,0,2,18,8,15,20
0.318,0.052,244.02,1.4,0,0,0,1,17,0
1.652,0.172,236.67,7.0,0,2,17,11,9,19
2.86,0.086,236.46,12.0,0,0,17,11,20,17
2.972,0.0,236.78,12.6,0,0,17,1,21,17
0.35,0.108,243.08,1.4,0,0,0,3,9,0
0.302,0.0,238.15,1.6,0,0,1,6,8,1
0.282,0.088,238.39,1.2,0,0,0,8,24,0
2.694,0.266,241.87,11.2,0,19,18,3,31,37
1.674,0.046,241.47,6.8,0,0,18,12,30,18
1.378,0.0,247.13,5.4,0,0,19,1,23,19
0.218,0.07,242.05,1.0,0,0,1,9,13,1
0.42,0.124,236.3,1.8,0,0,0,7,16,0
2.452,0.0,240.34,10.2,0,0,0,1,1,0
0.242,0.244,240.56,1.4,0,1,1,8,19,2
1.07,0.17,240.56,4.8,0,0,6,8,4,6
0.26,0.074,240.8,1.2,0,1,1,9,3,2
0.4,0.244,241.86,1.8,0,1,0,4,20,1
0.188,0.154,241.5,1.0,0,0,0,8,13,0
0.206,0.112,245.48,0.8,0,0,1,7,12,1
0.598,0.0,241.58,2.4,0,1,0,7,25,1
1.668,0.326,247.22,6.8,0,0,19,2,11,19
0.3,0.21,238.65,1.4,0,0,0,6,24,0
1.452,0.068,242.49,6.0,0,0,18,11,28,18
2.414,0.092,240.06,10.0,0,1,19,10,5,20
0.404,0.076,242.57,1.8,0,0,0,10,12,0
3.648,0.086,241.26,15.0,38,0,18,7,20,56
1.84,0.216,239.44,7.6,0,1,18,5,24,19
3.12,0.052,236.57,13.2,37,0,1,2,17,38
0.344,0.194,240.86,1.6,0,1,1,6,24,2
1.46,0.326,240.29,6.2,0,1,18,8,19,19
0.252,0.0,239.75,1.0,0,0,1,3,5,1
0.228,0.0,245.22,1.0,0,0,0,2,12,0
0.246,0.104,241.46,1.0,0,2,1,7,23,3
1.344,0.0,244.59,5.4,0,0,19,12,17,19
0.234,0.048,243.95,1.0,0,0,0,11,28,0
1.728,0.116,237.68,7.2,0,0,18,10,5,18
2.774,0.316,238.45,11.6,39,0,0,6,29,39
0.652,0.23,239.83,2.8,0,1,1,8,29,2
1.236,0.334,237.61,5.4,0,1,0,4,23,1
1.59,0.178,243.42,6.6,0,1,19,10,8,20
0.264,0.0,236.66,1.0,0,0,0,5,31,0
0.158,0.0,242.73,0.6,0,0,1,7,19,1
1.442,0.126,241.01,6.2,0,0,18,9,19,18
1.488,0.244,241.16,6.2,0,2,0,12,7,2
0.232,0.084,240.35,1.2,0,0,1,6,11,1
2.534,0.056,230.74,11.0,1,1,16,5,1,18
0.26,0.0,246.59,1.0,0,0,1,10,26,1
0.324,0.124,240.84,1.4,0,0,0,7,1,0
1.196,0.0,237.09,5.0,0,0,1,10,23,1
0.372,0.118,244.01,1.6,0,1,0,5,6,1
0.35,0.0,239.04,1.8,0,0,1,7,1,1
0.338,0.232,239.67,1.6,0,1,0,7,24,1
1.584,0.0,237.41,6.8,0,0,18,7,29,18
1.406,0.118,240.9,5.8,0,0,19,3,17,19
0.328,0.228,240.67,1.6,0,0,1,8,24,1
1.134,0.0,238.24,4.8,0,0,0,11,14,0
0.286,0.232,242.68,1.4,0,2,1,8,8,3
1.376,0.066,243.61,5.6,0,0,18,3,14,18
5.552,0.0,237.53,23.8,0,0,0,1,9,0
0.398,0.1,241.54,1.8,0,0,1,5,13,1
1.358,0.096,231.86,5.8,1,0,17,7,18,18
1.414,0.0,241.45,5.8,1,0,19,5,28,20
2.382,0.0,237.5,10.0,0,0,18,9,30,18
0.482,0.324,242.9,2.4,0,1,1,2,5,2
3.454,0.27,239.6,14.6,0,32,19,8,31,51
0.276,0.0,242.3,1.2,0,0,0,2,9,0
1.838,0.0,243.52,7.6,2,0,0,2,10,2
0.306,0.0,242.85,1.2,0,0,0,8,31,0
0.354,0.148,243.44,1.6,0,0,0,3,29,0
2.192,0.076,237.91,9.2,0,0,1,10,6,1
1.626,0.29,240.98,6.8,0,1,18,8,30,19
3.118,0.0,239.53,13.0,0,0,18,3,25,18
1.93,0.0,240.3,8.0,0,0,18,11,14,18
0.326,0.212,238.85,1.6,0,0,1,6,13,1
0.182,0.154,241.54,1.0,0,0,1,8,29,1
2.512,0.146,237.25,10.6,0,2,18,3,11,20
0.94,0.178,241.39,4.0,0,0,1,5,11,1
0.278,0.1,235.7,1.2,0,0,0,6,4,0
0.284,0.0,246.48,1.2,0,0,1,1,28,1
0.256,0.0,242.92,1.0,0,0,1,10,21,1
1.394,0.088,240.51,5.8,0,0,18,5,8,18
0.362,0.07,238.17,1.6,0,2,0,10,7,2
1.984,0.322,240.82,8.4,0,0,17,1,30,17
0.206,0.084,235.74,1.0,0,0,0,7,21,0
1.458,0.068,242.18,6.0,0,2,18,12,20,20
2.524,0.132,244.17,10.2,0,1,0,1,1,1
4.478,0.046,236.36,18.8,37,0,17,1,28,54
0.232,0.0,242.89,1.0,0,0,1,7,17,1
1.562,0.09,242.3,6.4,0,0,0,4,6,0
0.216,0.0,242.43,0.8,0,0,0,4,4,0
4.342,0.188,237.98,18.4,39,1,18,9,23,58
0.942,0.312,235.62,4.4,0,1,0,6,6,1
1.496,0.196,238.93,6.2,0,2,18,5,18,20
0.192,0.08,237.29,0.8,0,0,0,5,5,0
1.884,0.264,237.85,8.0,0,2,18,7,20,20
0.234,0.112,243.36,1.0,0,1,1,5,31,2
0.36,0.108,245.47,1.6,0,1,0,2,10,1
0.404,0.218,239.38,1.8,0,1,1,4,28,2
0.394,0.206,247.42,1.8,0,0,0,2,6,0
1.514,0.208,245.57,6.2,0,0,19,10,22,19
0.234,0.0,244.87,1.0,0,0,0,1,27,0
0.976,0.232,241.22,4.2,0,0,13,8,3,13
0.322,0.138,245.08,1.4,0,0,1,7,7,1
1.352,0.094,237.75,5.6,0,0,18,10,8,18
0.358,0.11,238.65,1.6,0,0,0,7,24,0
0.312,0.1,244.66,1.2,0,0,0,12,29,0
1.844,0.08,241.7,7.6,1,0,17,3,18,18
0.264,0.114,240.92,1.2,0,0,1,6,9,1
1.51,0.378,241.84,6.4,0,0,0,12,2,0
0.32,0.074,240.71,1.4,0,0,1,5,9,1
0.638,0.164,239.61,2.8,0,0,0,5,6,0
1.39,0.0,233.44,6.0,0,0,18,5,29,18
1.94,0.194,240.23,8.2,0,0,26,4,28,26
1.802,0.08,238.72,8.4,0,0,17,11,27,17
1.328,0.0,237.29,5.6,0,0,17,11,14,17
0.216,0.0,245.67,0.8,0,0,0,12,28,0
0.386,0.172,245.43,1.8,0,0,0,12,30,0
2.48,0.244,241.19,10.2,0,1,0,2,18,1
0.252,0.048,239.19,1.2,0,0,0,11,4,0
1.816,0.074,235.05,7.6,0,1,17,2,12,18
2.214,0.118,237.44,9.2,0,1,18,10,3,19
0.792,0.0,246.05,3.4,0,0,0,1,10,0
0.44,0.0,244.64,1.8,0,0,0,12,30,0
0.248,0.0,243.43,1.0,0,0,0,1,19,0
3.072,0.51,235.13,13.2,38,0,1,7,21,39
0.284,0.088,239.23,1.2,0,2,0,4,4,2
1.716,0.274,239.17,7.2,0,2,18,4,24,20
1.798,0.09,240.16,7.4,1,0,18,3,7,19
0.258,0.188,241.95,1.2,0,1,1,8,8,2
2.496,0.182,236.33,10.6,0,0,18,2,3,18
2.954,0.2,236.65,12.6,0,0,17,2,13,17
0.428,0.272,241.71,2.0,0,1,1,6,28,2
1.28,0.078,240.99,5.2,0,0,18,9,9,18
1.596,0.074,242.1,6.6,0,0,18,5,7,18
1.46,0.1,247.22,5.8,0,0,19,12,22,19
0.838,0.0,242.38,3.4,0,0,1,4,6,1
1.428,0.186,237.98,6.0,0,1,18,6,26,19
1.29,0.0,240.38,5.2,0,0,17,12,3,17
2.132,0.396,244.68,8.8,0,1,19,9,10,20
3.008,0.07,237.61,12.6,0,1,18,10,16,19
1.754,0.1,238.31,7.4,0,0,1,3,1,1
0.258,0.0,244.62,1.2,0,0,0,12,7,0
0.62,0.228,239.9,2.6,0,0,1,7,2,1
0.234,0.0,242.29,1.0,0,0,0,11,10,0
0.394,0.13,244.87,1.6,0,0,1,5,4,1
2.536,0.224,238.63,11.0,0,1,1,9,15,2
0.228,0.0,240.95,1.0,0,0,0,10,2,0
0.574,0.048,238.97,2.8,0,0,0,2,23,0
0.546,0.0,234.22,2.6,0,2,0,5,16,2
3.126,0.176,232.4,13.4,2,1,17,10,4,20
0.438,0.344,241.84,2.4,0,2,1,6,29,3
1.516,0.06,235.55,6.4,0,0,17,4,3,17
4.308,0.186,232.95,18.4,37,1,17,4,23,55
0.694,0.312,240.25,3.2,0,1,0,6,13,1
0.288,0.058,235.94,1.2,0,0,0,5,27,0
1.246,0.07,238.21,5.2,0,0,18,7,10,18
0.244,0.0,242.58,1.0,0,0,0,3,11,0
0.424,0.058,241.06,1.8,0,0,1,3,18,1
0.376,0.214,243.9,1.8,0,1,1,7,30,2
0.242,0.112,242.54,1.0,0,1,1,8,6,2
0.578,0.0,238.28,2.4,0,0,0,3,29,0
1.346,0.178,244.61,5.4,0,1,1,4,25,2
1.412,0.072,240.25,5.8,0,0,18,5,23,18
1.454,0.086,242.16,6.0,0,0,18,3,27,18
0.288,0.228,242.04,1.4,0,1,0,6,25,1
1.332,0.0,239.88,5.4,1,0,18,2,6,19
2.872,0.0,235.57,12.2,0,0,18,5,6,18
1.522,0.08,241.1,6.2,0,1,18,3,26,19
1.362,0.332,237.45,5.8,0,2,0,3,25,2
0.202,0.116,234.29,1.0,0,0,0,8,9,0
0.216,0.0,240.61,0.8,0,0,0,4,15,0
0.154,0.0,239.23,0.6,0,0,1,8,13,1
1.51,0.296,236.15,6.4,0,2,17,10,17,19
0.322,0.276,245.5,1.6,0,1,1,8,5,2
0.274,0.214,236.39,1.4,0,1,0,5,4,1
0.218,0.108,241.94,1.0,0,1,1,8,19,2
1.528,0.16,240.51,6.4,0,0,18,1,23,18
0.342,0.148,243.72,1.6,0,0,0,12,20,0
0.216,0.06,245.16,0.8,0,0,0,11,26,0
0.23,0.0,241.38,1.0,0,0,1,9,1,1
1.862,0.192,239.09,7.8,0,2,18,11,2,20
0.252,0.0,241.8,1.0,0,0,0,4,25,0
0.32,0.222,238.82,1.6,0,0,0,5,13,0
0.512,0.428,239.41,2.8,0,1,0,5,13,1
0.132,0.0,242.72,0.6,0,0,0,9,17,0
1.184,0.118,241.53,4.8,0,0,0,1,31,0
1.304,0.0,241.94,5.4,0,0,18,4,6,18
0.282,0.126,244.36,1.2,0,0,1,9,17,1
2.15,0.18,239.75,9.0,0,0,18,6,15,18
1.366,0.066,241.01,5.6,0,0,18,9,22,18
0.368,0.298,241.42,2.0,0,1,0,7,31,1
2.698,0.13,241.26,11.2,0,0,18,2,14,18
0.564,0.104,239.73,2.6,0,0,0,11,22,0
1.564,0.07,243.03,6.4,0,1,18,12,26,19
0.452,0.096,243.4,2.0,0,0,1,2,16,1
1.892,0.212,240.24,7.8,0,0,0,4,18,0
0.73,0.116,241.0,3.0,0,2,0,6,18,2
0.32,0.0,242.65,1.4,0,0,1,10,17,1
1.986,0.0,238.41,8.2,0,0,17,9,21,17
0.328,0.124,245.95,1.4,0,0,0,11,17,0
0.368,0.104,249.15,1.4,0,0,1,2,11,1
1.33,0.0,238.84,5.4,1,0,17,1,9,18
0.424,0.21,244.46,2.0,0,2,0,4,3,2
1.072,0.334,240.08,4.6,0,0,13,8,1,13
0.356,0.116,240.34,1.6,0,0,1,4,21,1
1.348,0.086,240.22,5.6,0,0,19,6,3,19
